node_id,lat,lon
1444350937, 46.5360897, 6.5809183
615943595, 46.5172324, 6.638641
268638247, 46.5004856, 6.6938142
1242522851, 46.5139873, 6.6736414
1042366922, 46.5445149, 6.6791897
266671637, 46.5163071, 6.6949236
268560389, 46.5007882, 6.6911541
268958656, 46.5345533, 6.6488106
253051738, 46.5239935, 6.6024087
622374287, 46.5349725, 6.648828
269563036, 46.5122738, 6.6347011
1177360625, 46.5444073, 6.6675736
425709359, 46.5640771, 6.6984318
321544036, 46.5359665, 6.5861258
267510235, 46.5328988, 6.6354508
598677169, 46.524462, 6.623322
1832438430, 46.5376, 6.6087969
314082025, 46.5220806, 6.6396842
565109276, 46.5294132, 6.6262283
726131084, 46.5288635, 6.6790033
558885882, 46.542236, 6.5679929
599526159, 46.5281606, 6.6210367
253399429, 46.53284, 6.6286931
309393913, 46.5756841, 6.5563528
3301398085, 46.5514268, 6.621515
329698685, 46.4996816, 6.7189858
597693545, 46.5158257, 6.6222579
570300708, 46.5172707, 6.6304317
1156723796, 46.5603141, 6.5926337
610316878, 46.513206, 6.629469
